SurfaceLongitude,SurfaceLatitude,BottomHoleLongitude,BottomHoleLatitude,Operator,CompletionDate,Reservoir,LateralLength_FT,ProppantIntensity_LBSPerFT,FluidIntensity_BBLPerFT,HzDistanceToNearestOffsetAtDrill,HzDistanceToNearestOffsetCurrent,VtDistanceToNearestOffsetCurrent,VtDistanceToNearestOffsetAtDrill,WellDepth,ReservoirThickness,OilInPlace,Porosity,ReservoirPressure,WaterSaturation,StructureDerivative,TotalOrganicCarbon,ClayVolume,CarbonateVolume,Maturity,TotalWellCost_USDMM,CumOil12Month,rowID,CumOil_Category
-101.5794758,31.68492907,-101.5865403,31.70650943,PXD,2/6/2015,WOLFCAMP C,9912.0,1007.0,23.0,30.664,30.664,1.0,1.0,6721.826,,21931.109,0.061,4724.1315,0.622,,2.8114,0.171,0.286,0.949,5.0051,60330.918,3386,Low
-101.813285,32.148926,-101.8133023,32.14902536,PXD,4/15/2016,WOLFCAMP A,9598.0,1429.0,41.0,264.996,264.996,275.849,275.849,6063.703,,25394.732,0.063,3210.0623,0.336,0.014,3.1058,0.231,0.243,0.926,5.7401,245635.0,1230,Medium
-101.985887,32.2618332,-101.985828,32.26175186,SM,1/24/2018,WOLFCAMP A,10307.0,1889.0,60.0,658.307,658.307,13.905,13.905,4729.937,,10217.369,0.04,2524.458,0.504,0.022,2.095,0.173,0.342,0.841,5.7033,260484.27,1339,High
-102.205084,31.61202648,-102.204817,31.61202838,SM,1/9/2017,SPRABERRY LOWER SHALE,7705.0,2031.0,60.0,2000.0,1153.621,101.288,500.0,5168.098,,11618.804,0.053,2605.2754,0.681,0.013,2.5419,0.211,0.157,0.891,4.6672,219202.1875,4996,Medium
-101.3917881,31.68001612,-101.3915311,31.68028453,LARIO,12/20/2015,WOLFCAMP A,9637.0,1461.0,39.0,323.971,323.971,0.521,314.439,6262.767,,24744.424,0.055,3900.4373,0.346,0.011,2.6212,0.18,0.325,0.925,4.9293,320439.0,3373,High
-101.9134806,31.81393725,-101.913438,31.81392693,OXY,8/13/2015,WOLFCAMP A,9340.0,1314.0,40.0,2000.0,1289.376,203.255,500.0,4998.273,,27394.836,0.059,2590.0,0.221,0.018,2.5868,0.194,0.227,0.892,5.3364,205705.0,4210,Low
-101.0525848,30.98379873,-101.0437655,30.97294367,XOM,10/6/2018,WOLFCAMP B,7654.0,1412.0,53.0,658.767,334.863,283.419,98.954,6994.983,368.143,15090.45,0.069,4735.1003,0.64,0.005,2.6808,0.163,0.278,0.96,4.5946,84641.3828,348,Low
-102.2124557,32.24206452,-102.2124557,32.24206452,SABLE,12/1/2014,WOLFCAMP B,9505.0,1839.0,31.0,237.229,608.646,307.715,311.542,5913.231,521.715,15062.4495,0.056,4004.3827,0.676,0.006,13.2255,0.178,0.299,0.91,6.4205,61676.1328,5276,Low
-102.2543054,32.05033019,-102.2499263,32.03547535,OVV,7/13/2017,SPRABERRY LOWER SHALE,10562.0,1536.0,47.0,702.163,277.294,1.507,1.507,6449.386,,21990.303,0.055,2696.3025,0.448,0.015,2.6311,0.215,0.165,0.924,5.1315,111289.0,1898,Low
-101.9526794,31.78179768,-101.9527044,31.78179698,CVX,6/22/2018,SPRABERRY LOWER SHALE,8890.0,2059.0,52.0,882.478,882.478,0.442,0.442,6344.797,,12795.122,0.055,3254.3559,0.707,0.012,2.2038,0.22,0.189,0.893,5.0888,201759.2188,4273,Low
-101.5612802,31.6805706,-101.5613244,31.68056619,COP,3/9/2017,SPRABERRY LOWER SHALE,10290.0,2256.0,58.0,725.25,699.488,9.698,8.294,5992.497,,26121.558,0.056,2669.5499,0.36,0.013,2.9033,0.225,0.128,0.944,6.5173,252665.2031,3361,High
-102.1179311,32.18777994,-102.1248196,32.2152036,PXD,6/8/2018,WOLFCAMP A,10172.0,2558.0,46.0,414.072,414.072,1.733,300.082,6088.597,,20921.515,0.057,3591.448,0.352,0.004,2.3564,0.216,0.259,0.92,7.9449,221071.0781,1484,Medium
-101.5229153,32.87871386,-101.5229153,32.87871386,SM,10/17/2018,DEAN,10445.0,1853.0,53.0,92.085,92.085,289.376,116.436,5217.899,,11555.572,0.047,2596.9904,0.545,,2.3838,0.2,0.147,0.917,5.6525,225979.9531,200,Medium
-101.8574304,31.50803376,-101.8671899,31.53477856,XOM,2/2/2018,WOLFCAMP B,10053.0,1704.0,58.0,332.917,332.917,220.97,220.97,6821.539,341.432,14797.092,0.071,4627.1537,0.642,0.009,2.9325,0.169,0.253,0.939,6.0499,292012.5938,5117,High
-101.643851,32.29491408,-101.6546726,32.32376468,XOM,1/9/2018,WOLFCAMP B,10558.0,1318.0,52.0,660.712,372.381,123.468,0.94,5958.002,328.439,7128.164,0.058,3928.1782,0.802,0.015,2.9356,0.163,0.263,0.832,5.5062,214473.9844,6090,Medium
-101.497394,33.20937716,-101.4973739,33.20937612,XOM,4/10/2016,SPRABERRY LOWER SHALE,7419.0,1322.0,54.0,641.08,641.08,10.245,10.245,6271.289,,29508.82,0.069,2619.3116,0.369,0.02,2.4771,0.238,0.151,0.832,4.34,127077.0,3237,Low
-101.428049,32.31297251,-101.420069,32.29353227,OVV,4/12/2017,WOLFCAMP A,6226.0,1825.0,43.0,12.213,12.213,196.187,196.187,6417.516,,5366.049,0.063,3323.3077,0.838,0.002,2.1693,0.235,0.088,0.948,3.6251,109088.0938,3573,Low
-101.7804888,31.51195914,-101.7707487,31.48285939,COP,10/2/2017,WOLFCAMP A,12960.0,1732.0,55.0,334.533,334.533,328.564,328.564,6301.096,,26444.166,0.047,3153.581,0.351,0.012,2.3836,0.173,0.357,0.857,7.0573,278819.0,5130,High
-101.6489789,31.39797979,-101.6394577,31.37672749,LPI,1/28/2019,WOLFCAMP B,10397.0,1394.0,54.0,267.814,267.814,267.984,267.984,5052.444,448.209,11226.509,0.072,2964.9459,0.772,0.014,2.8103,0.198,0.251,0.829,4.8016,140747.25,4744,Low
-101.6367826,32.4489059,-101.6384915,32.45508588,SABALO,11/10/2018,SPRABERRY LOWER SHALE,9368.0,1998.0,57.0,88.558,88.558,339.802,339.802,4385.824,,13570.366,0.059,2050.1034,0.636,0.019,2.3628,0.229,0.132,0.841,6.8046,230443.4063,3562,Medium
-102.2305814,31.46957607,-102.2305181,31.46956807,APA,5/4/2017,DEAN,7605.0,2301.0,63.0,1048.046,735.168,165.604,160.047,6160.442,,15420.479,0.059,3246.9459,0.602,,2.3039,0.249,0.103,0.961,4.9871,253331.7813,2526,High
-101.3370843,31.0520942,-101.3370212,31.05206231,PXD,7/31/2018,WOLFCAMP B,9872.0,2719.0,46.0,846.019,846.019,2.666,2.666,6596.882,403.116,14104.387,0.077,4036.1178,0.715,0.01,2.6099,0.175,0.273,0.903,8.1102,268030.8125,2897,High
-102.3643806,31.74200689,-102.3640396,31.7422883,FANG,11/29/2017,WOLFCAMP A,10013.0,,43.0,36.192,36.192,22.325,310.867,5557.972,,17769.347,0.061,2708.7776,0.399,0.013,2.6161,0.232,0.105,0.827,5.6998,224215.6719,510,Medium
-101.2983812,31.10405364,-101.2985726,31.12328172,FANG,5/25/2016,SPRABERRY LOWER SHALE,6890.0,1646.0,45.0,549.875,549.875,202.512,20.682,6217.651,,29219.544,0.052,3046.2418,0.332,0.006,2.6365,0.217,0.163,0.824,4.2347,69576.3359,2168,Low
-102.1494288,32.88900689,-102.1494288,32.88900689,APA,12/14/2017,WOLFCAMP A,10378.0,1676.0,50.0,391.989,563.303,146.545,265.981,6498.128,,20092.255,0.056,4282.3555,0.622,0.013,2.9945,0.179,0.294,0.939,5.4529,279407.0,3007,High
-101.1072856,31.0887385,-101.1058665,31.10957878,OVV,6/1/2014,SPRABERRY LOWER SHALE,7922.0,1174.0,31.0,2000.0,428.713,91.721,500.0,6413.249,,16308.501,0.048,3045.8433,0.523,0.005,2.4606,0.2,0.164,0.954,3.6067,151339.8125,1179,Low
-101.9370478,32.27670829,-101.9267913,32.24735038,APA,2/23/2018,WOLFCAMP B,7654.0,1653.0,51.0,283.232,283.232,339.157,339.157,6500.958,487.195,19820.835,0.057,4258.4313,0.507,0.009,2.9702,0.173,0.274,0.854,4.3131,67293.8516,4080,Low
-102.266111,32.92685242,-102.2660536,32.92682847,FANG,4/18/2017,WOLFCAMP B,10772.0,1781.0,48.0,418.902,418.902,18.811,18.811,7061.817,195.613,7969.236,0.06,4536.5955,0.628,0.009,3.3117,0.18,0.178,0.909,6.3804,282999.7813,576,High
-102.2668851,32.20752288,-102.266588,32.2081415,PXD,5/18/2015,WOLFCAMP D,9026.0,998.0,37.0,2000.0,2000.0,500.0,500.0,7415.283,,18848.236,0.056,4811.8601,0.406,,2.3658,0.226,0.177,0.918,5.0364,54058.1719,5219,Low
-102.226972,32.39245916,-102.2179759,32.36132631,COP,5/18/2017,WOLFCAMP A,9444.0,1995.0,73.0,646.063,646.063,0.288,0.288,6756.007,,15858.0375,0.043,4219.3131,0.394,0.01,2.1769,0.171,0.378,0.962,6.095,166371.0,2731,Low
-102.0208037,32.69627008,-102.0209905,32.69611798,OVV,8/14/2017,SPRABERRY LOWER SHALE,9679.0,2580.0,54.0,597.117,597.117,1.326,1.326,4458.977,,14457.309,0.059,2055.8266,0.618,0.015,2.4998,0.216,0.107,0.882,5.7431,393741.5,3017,High
-101.9038727,31.90645932,-101.9038727,31.90645932,CVX,6/15/2018,SPRABERRY LOWER SHALE,8881.0,2062.0,46.0,887.86,887.86,4.947,4.947,6319.269,,11926.053,0.054,3238.2426,0.719,0.011,2.1835,0.222,0.187,0.909,4.9919,300322.1563,4281,High
-102.2868823,31.97946467,-102.2868448,31.97950522,ENDVR,7/3/2019,WOLFCAMP A,9841.0,1586.0,43.0,247.943,247.943,185.232,185.232,6602.933,,22595.3,0.049,3783.8289,0.279,0.011,2.3526,0.155,0.39,0.947,5.6725,262237.4688,1808,High
-102.2905481,31.99476834,-102.2870617,31.98093186,SM,4/15/2017,WOLFCAMP A,10422.0,1960.0,62.0,2000.0,2000.0,500.0,500.0,4434.793,,14689.41,0.045,2212.2942,0.29,0.018,2.2976,0.173,0.299,0.821,5.826,255670.0,5670,High
-101.6321973,31.47054159,-101.6321973,31.47054159,LPI,2/17/2016,WOLFCAMP A,10030.0,1375.0,40.0,782.805,782.805,12.261,12.261,5187.007,,12804.692,0.058,3106.2596,0.68,0.014,2.9962,0.187,0.252,0.911,4.4503,124595.0078,4664,Low
-101.7256912,32.84334468,-101.7256026,32.84330485,TRPL CRWN,9/6/2018,WOLFCAMP B,7759.0,2222.0,56.0,,,,,4356.945,565.296,18174.4085,0.072,2330.2279,0.687,0.005,7.8779,0.231,0.184,0.928,6.1526,91234.2578,3073,Low
-102.468294,32.49881396,-102.4685733,32.49875122,FANG,7/28/2017,SPRABERRY LOWER SHALE,12984.0,1587.0,42.0,1306.99,989.09,30.777,49.204,6558.678,,22098.754,0.054,2942.9931,0.374,0.01,2.841,0.215,0.144,0.812,6.9085,279481.6875,5172,High
-101.7329813,31.93111781,-101.7342249,31.93570892,PXD,7/6/2016,WOLFCAMP C,8858.0,1395.0,39.0,1197.438,878.256,18.182,25.416,6695.734,,34503.461,0.067,4633.0366,0.48,,5.6231,0.175,0.302,0.949,5.4129,118782.0,3391,Low
-101.6541225,30.81320744,-101.6541225,30.81320744,FANG,9/29/2017,SPRABERRY LOWER SHALE,10440.0,,37.0,274.126,267.609,260.161,284.312,6387.227,,27291.53,0.063,2840.6926,0.454,0.012,2.6321,0.222,0.159,0.788,5.4534,253513.59,290,High
-101.6048796,31.98348887,-101.6043967,31.98352631,APA,5/7/2017,WOLFCAMP B,7729.0,1661.0,44.0,897.79,425.062,244.451,12.511,6647.894,435.802,18214.526,0.06,3154.3803,0.555,0.005,2.9149,0.134,0.336,0.933,4.3069,156625.9688,666,Low
-102.0743787,32.07863539,-102.074202,32.07894847,INDEPENDENCE,2/17/2018,SPRABERRY LOWER SHALE,10024.0,,,622.654,66.803,373.644,5.859,6295.488,,13173.841,0.046,3552.172,0.475,0.005,2.1815,0.199,0.19,0.937,7.2516,214154.4375,1641,Medium
-101.5285814,31.86844673,,,CPE,4/5/2018,WOLFCAMP A,10202.0,2028.0,54.0,697.994,686.898,9.653,12.611,5388.243,,18082.2765,0.059,2676.3101,0.308,0.02,2.7184,0.205,0.215,0.763,5.1977,212584.24,5919,Medium
-102.0923294,32.22799248,-102.1005307,32.25671413,CPE,8/19/2018,WOLFCAMP A,9349.0,1811.0,48.0,640.937,640.937,10.225,10.225,5345.163,,16431.701,0.068,2862.5098,0.383,0.019,3.2196,0.222,0.154,0.734,4.4467,280647.32,1509,High
-101.781162,31.40339725,-101.7758827,31.3758944,XOM,7/4/2017,WOLFCAMP A,10260.0,1701.0,59.0,597.609,156.456,275.615,109.291,6545.924,,30854.037,0.054,3893.271,0.28,0.008,2.3198,0.158,0.364,0.939,6.1168,239430.625,5121,Medium
-102.0080284,32.13774762,-101.9996114,32.10939823,CVX,10/18/2018,SPRABERRY LOWER SHALE,7827.0,2072.0,48.0,718.612,786.863,32.845,38.384,6176.568,,27305.354,0.055,2716.418,0.431,0.011,2.623,0.227,0.168,0.958,4.5552,222701.9531,4070,Medium
-101.5667855,32.33250474,-101.5668389,32.33261537,PXD,1/22/2019,WOLFCAMP B,10622.0,2680.0,56.0,705.71,700.669,7.628,10.559,6652.577,417.744,17640.379,0.044,4243.0225,0.433,0.014,4.5098,0.139,0.349,0.934,8.8125,237947.9063,6046,Medium
-102.1466829,31.5427876,-102.1467363,31.54280233,XOM,12/12/2017,WOLFCAMP B,10204.0,1422.0,52.0,2000.0,667.251,176.42,500.0,7049.648,387.327,19451.121,0.065,4571.2158,0.517,0.005,2.9005,0.16,0.302,0.947,5.6949,275271.0,2381,High
-102.208279,31.9599555,-102.2082179,31.96003752,OVV,12/12/2017,SPRABERRY LOWER SHALE,9426.0,2125.0,50.0,1079.761,381.871,123.193,264.278,6278.434,,19798.516,0.049,2612.815,0.465,0.005,2.0933,0.205,0.124,0.93,5.3514,280048.0,1825,High
-102.2476771,31.74133699,-102.2480206,31.74136047,PXD,9/4/2018,WOLFCAMP B,10338.0,1791.0,54.0,329.442,329.442,16.964,314.409,6395.088,283.783,7696.071,0.068,3910.1879,0.74,0.025,2.6795,0.191,0.227,0.925,7.0756,269893.4688,1771,High
-101.6470429,31.49324398,-101.6470429,31.49324398,LPI,12/24/2015,WOLFCAMP B,9904.0,1142.0,36.0,222.86,222.86,183.225,183.225,5043.36,388.925,15468.708,0.06,3015.4749,0.626,0.015,2.8676,0.176,0.27,0.887,4.0708,69176.1094,4722,Low
-101.604488,32.52758598,-101.5961265,32.50240448,APA,11/22/2014,WOLFCAMP B,9518.0,2476.0,56.0,949.812,895.894,64.821,86.686,4560.195,574.727,19022.224,0.067,2947.6222,0.669,0.014,3.3717,0.215,0.151,0.942,5.795,30487.5684,206,Low
-101.5103775,31.86976935,-101.510432,31.86997751,COP,4/19/2018,WOLFCAMP B,9411.0,1987.0,53.0,321.269,536.14,170.704,321.655,6577.763,302.111,17569.5415,0.05,3345.2624,0.403,0.017,2.4871,0.183,0.239,0.949,5.7459,218443.1875,3329,Medium
-102.1494288,32.88900689,-102.1494288,32.88900689,APA,12/14/2017,WOLFCAMP A,10378.0,1676.0,50.0,391.989,563.303,146.545,265.981,6498.128,,20092.255,0.056,4282.3555,0.622,0.013,2.9945,0.179,0.294,0.939,5.4529,279407.0,3007,High
-102.3728121,33.03808457,-102.3727316,33.03805128,CVX,12/29/2017,SPRABERRY LOWER SHALE,7397.0,2078.0,47.0,938.707,938.707,4.702,4.702,6237.044,,28220.997,0.055,2700.5079,0.405,0.008,2.5537,0.233,0.166,0.966,4.365,215218.8438,4859,Medium
-102.1872891,32.37779233,-102.1873212,32.37779054,PXD,10/25/2018,WOLFCAMP A,9572.0,1931.0,52.0,428.394,428.394,362.291,362.291,6602.843,,26219.129,0.056,3562.0185,0.313,0.008,2.6583,0.181,0.285,0.975,6.8226,230590.0,3946,Medium
-101.2323837,32.2759874,-101.2325197,32.27597412,CPE,2/3/2017,WOLFCAMP A,6832.0,2079.0,50.0,890.915,890.915,24.866,180.407,5539.874,,16469.369,0.062,2707.4618,0.381,0.018,2.9673,0.211,0.163,0.763,3.8259,263858.62,5932,High
-102.0639833,31.40560696,-102.0639408,31.40560211,PXD,9/2/2017,WOLFCAMP A,9509.0,1766.0,50.0,355.001,355.001,292.87,292.87,6645.463,,17171.0825,0.042,3824.8104,0.34,0.007,2.1906,0.156,0.365,0.959,6.5234,291709.2813,5042,High
-102.117205,32.8894402,-102.1170634,32.88939159,PXD,10/14/2018,SPRABERRY LOWER SHALE,10042.0,3417.0,54.0,724.885,724.885,10.754,10.754,6574.301,,31148.969,0.056,3272.1703,0.301,0.01,3.0421,0.226,0.121,0.91,9.5328,262784.0938,5513,High
-101.780089,32.46697326,-101.7800573,32.46695978,PXD,12/19/2015,WOLFCAMP B,9872.0,1377.0,32.0,1105.824,682.936,122.268,38.933,6574.179,257.539,9591.672,0.068,4037.3522,0.649,0.004,3.2414,0.182,0.188,0.96,5.7471,253440.0,3907,High
-101.26399,32.57891675,-101.2633807,32.57892088,SM,9/23/2017,WOLFCAMP A,10418.0,2509.0,76.0,32.788,373.409,114.692,220.294,5220.547,,23122.265,0.057,2786.3718,0.271,0.024,2.8659,0.198,0.167,0.916,6.8415,222749.3906,2751,Medium
-101.7744219,30.7915327,-101.7744219,30.7915327,XOM,8/4/2017,WOLFCAMP A,10353.0,1449.0,51.0,188.798,188.798,341.521,341.521,6431.554,,27427.429,0.052,3607.2917,0.316,0.01,2.3603,0.187,0.284,0.927,5.675,109335.0,2916,Low
-102.4197747,32.14475364,-102.4197747,32.14475364,LPI,1/18/2018,WOLFCAMP A,10523.0,1769.0,31.0,586.847,586.847,9.195,9.195,4620.212,,20498.752,0.053,2983.2527,0.313,0.019,2.4601,0.194,0.281,0.812,4.8862,113442.5703,127,Low
-102.0723815,31.72800556,-102.0728702,31.7279261,COP,11/18/2014,WOLFCAMP B,5779.0,1805.0,54.0,155.031,155.031,500.0,248.391,6986.189,129.382,9219.297,0.057,4020.0548,0.475,0.007,2.836,0.188,0.175,0.982,3.9391,76859.0,4139,Low
-102.1231599,32.78891413,-102.1231599,32.78891413,SABLE,4/25/2014,WOLFCAMP B,8924.0,962.0,23.0,878.302,893.603,1.562,0.704,4327.212,564.674,20660.549,0.075,2330.7458,0.676,0.007,2.7361,0.221,0.239,0.933,4.5413,49046.5039,478,Low
-101.3540346,32.49404466,-101.3540346,32.49404466,CRWNQST,12/19/2018,WOLFCAMP A,10152.0,1963.0,50.0,459.742,459.742,137.774,137.774,5719.541,,17427.552,0.062,3351.6605,0.597,0.015,2.5227,0.19,0.277,0.84,5.7582,221989.0625,5938,Medium
-102.0122792,31.64761602,-102.0119842,31.64797179,PETROLEGACY,12/22/2018,SPRABERRY LOWER SHALE,9886.0,2558.0,61.0,446.061,446.061,500.0,368.598,5715.254,,17148.192,0.056,2923.3304,0.612,0.011,2.2832,0.231,0.149,0.757,8.2934,235350.1719,2326,Medium
-102.0609811,32.246765,-102.0609468,32.24702323,PXD,8/22/2015,WOLFCAMP B,9892.0,1397.0,31.0,828.762,427.708,258.33,11.149,6666.56,229.74,7931.997,0.047,4136.5985,0.562,0.011,2.5463,0.173,0.251,0.96,5.7788,231041.0,3877,Medium
-101.6235799,31.71102056,-101.6236233,31.71102463,PXD,7/20/2017,WOLFCAMP A,9872.0,1768.0,38.0,455.628,455.628,203.807,203.807,5919.008,,25355.94,0.061,3333.6197,0.313,0.014,2.9758,0.209,0.201,0.864,6.3314,226895.4219,695,Medium
-102.3937666,32.07308978,-102.393822,32.07365884,PXD,11/11/2018,WOLFCAMP B,12544.0,1842.0,39.0,315.288,315.288,162.659,162.659,5740.865,227.548,15341.321,0.053,4182.4264,0.564,0.014,2.8643,0.147,0.261,0.76,7.9224,236660.4531,483,Medium
-101.7625812,32.21901514,-101.7627161,32.21860745,PXD,2/4/2019,WOLFCAMP A,10037.0,2013.0,41.0,495.153,495.153,230.86,16.143,6305.333,,14299.472,0.056,3684.166,0.525,0.007,2.7265,0.193,0.214,0.941,6.9682,258797.0,1293,High
-101.7402866,32.68211622,-101.7399735,32.68193565,APA,12/15/2017,WOLFCAMP A,10399.0,1637.0,46.0,327.32,327.32,238.292,238.292,6503.191,,20481.919,0.059,4282.6101,0.623,0.013,3.0052,0.181,0.289,0.939,5.3515,221041.9375,3009,Medium
-101.758282,31.41363039,-101.7580275,31.41355711,PXD,10/28/2018,WOLFCAMP A,10022.0,2270.0,44.0,902.252,679.417,144.551,15.566,5829.296,,19904.201,0.057,3204.9161,0.442,0.011,3.021,0.21,0.18,0.794,7.3094,306923.0,2048,High
-102.0419807,31.41307628,-102.0420126,31.41324525,PXD,3/12/2018,WOLFCAMP A,9722.0,2060.0,45.0,678.242,678.242,301.097,301.097,5851.271,,20356.729,0.061,3193.1531,0.467,0.006,2.9531,0.223,0.146,0.822,6.8189,269544.0,4989,High
-101.7410828,32.08057599,-101.7411138,32.08054418,COP,1/30/2019,SPRABERRY MIDDLE,13077.0,1993.0,46.0,316.51,316.51,10.316,195.529,5032.263,,15688.865,0.049,2000.4523,0.481,,3.4605,0.19,0.16,0.946,7.1368,249083.5313,3368,High
-101.813285,32.148926,-101.8133023,32.14902536,PXD,4/15/2016,WOLFCAMP A,9598.0,1429.0,41.0,264.996,264.996,275.849,275.849,6063.703,,25394.732,0.063,3210.0623,0.336,0.014,3.1058,0.231,0.243,0.926,5.7401,245635.0,1230,Medium
-101.1041017,31.6331306,-101.1041017,31.6331306,ENDVR,12/21/2018,WOLFCAMP B,7722.0,1491.0,49.0,448.101,448.101,185.288,185.288,6570.457,441.165,13757.009,0.064,4109.7837,0.716,0.011,2.6036,0.173,0.292,0.938,4.7335,201961.9531,2260,Low
-101.7678823,32.55239558,-101.7678823,32.55239558,PXD,7/14/2016,WOLFCAMP B,10270.0,1672.0,54.0,688.818,688.818,16.458,16.458,6546.699,451.549,18516.792,0.052,4181.9815,0.493,0.014,2.7805,0.174,0.321,0.946,6.8542,212108.0,441,Medium
-102.3102802,32.14814186,-102.3101321,32.14796524,COP,11/16/2014,WOLFCAMP B,5058.0,1720.0,41.0,2000.0,1032.113,48.818,500.0,6535.048,423.507,10729.658,0.037,3936.2258,0.651,0.017,1.8418,0.127,0.447,0.909,3.3572,72743.0,51,Low
-101.8259759,31.38447978,-101.8263207,31.38476293,PXD,12/12/2018,WOLFCAMP A,10022.0,1945.0,48.0,427.943,427.943,276.475,276.475,6635.628,,25733.712,0.056,3723.3107,0.332,0.004,2.6584,0.187,0.263,0.974,7.042,255557.7969,4892,High
-101.630283,31.89872929,-101.624283,31.88028207,PXD,5/5/2017,SPRABERRY LOWER SHALE,9578.0,1239.0,40.0,2000.0,2000.0,500.0,500.0,5350.701,,10062.257,0.053,2048.8944,0.82,0.009,1.7438,0.234,0.133,0.947,5.3025,274593.625,3381,High
-101.8274594,32.42204946,-101.8274594,32.42204946,PXD,9/2/2017,SPRABERRY LOWER,6698.0,1356.0,39.0,2000.0,2000.0,500.0,500.0,5557.521,,8075.008,0.059,2187.7632,0.787,,2.5359,0.165,0.09,0.963,4.1295,198423.0,3899,Low
-101.9136498,32.42886204,-101.9134874,32.42870333,PXD,5/6/2016,WOLFCAMP B,9578.0,1265.0,45.0,657.35,657.35,40.366,40.366,6557.964,241.265,13520.065,0.062,4120.7757,0.516,0.008,3.348,0.181,0.175,0.96,5.667,253986.0,3867,High
-102.0258826,31.52322678,-102.025903,31.52323347,PXD,4/14/2016,WOLFCAMP B,9899.0,1702.0,52.0,844.972,426.735,3.567,3.567,6441.577,389.655,14734.633,0.068,3930.9288,0.639,0.012,3.1291,0.179,0.249,0.935,6.6242,225553.5625,5076,Medium
-101.6931798,31.9435482,-101.6935142,31.94347292,DBLPOINT,10/15/2016,SPRABERRY LOWER SHALE,9415.0,,,681.397,385.161,84.763,94.587,6247.767,,25556.705,0.062,2963.0879,0.471,0.006,2.6809,0.241,0.09,0.881,4.6926,204664.7969,3308,Low
-102.0330281,32.50530396,-102.0330281,32.50530396,LGCY,2/15/2018,WOLFCAMP A,7468.0,,,30.401,30.401,5.807,5.807,4851.334,,8637.689,0.036,2627.2881,0.593,0.014,2.1785,0.176,0.321,0.856,4.4248,104566.7031,3821,Low
-102.2413818,32.00145493,-102.2416084,32.00156576,ENDVR,7/2/2019,WOLFCAMP A,9799.0,1987.0,52.0,133.928,133.928,272.563,272.563,6592.472,,23317.325,0.049,3824.9522,0.26,0.009,2.5369,0.161,0.373,0.943,6.3249,310728.4688,1812,High
-101.8571222,32.15658245,-101.8677934,32.18541512,CVX,8/27/2018,SPRABERRY LOWER SHALE,10236.0,,,888.632,888.632,7.068,7.068,6230.778,,22082.937,0.063,2755.204,0.456,0.003,2.4491,0.239,0.155,0.882,5.6084,280459.25,4046,High
-102.2496211,32.03964111,-102.2496221,32.03964292,COP,7/15/2016,SPRABERRY LOWER SHALE,10675.0,1829.0,40.0,623.978,343.265,174.569,166.505,6401.106,,16454.761,0.059,3301.0989,0.682,0.011,2.1735,0.214,0.203,0.865,5.8981,211893.2656,4395,Medium
-102.2609084,32.84232037,-102.2673169,32.84246917,PXD,7/17/2018,SPRABERRY MIDDLE,7478.0,2491.0,45.0,698.096,698.096,12.005,12.005,5580.362,,18628.612,0.054,1905.1974,0.19,,2.5231,0.22,0.197,0.921,5.957,116477.4766,3176,Low
-102.6151225,33.01531113,-102.6152488,33.01535218,FANG,10/13/2015,SPRABERRY LOWER SHALE,9759.0,1314.0,45.0,648.496,654.248,11.475,11.412,6545.277,,26214.993,0.052,3146.5328,0.269,0.005,3.0186,0.211,0.121,0.848,5.1845,238328.4219,5148,Medium
-102.3053822,32.14646333,-102.3051772,32.14630248,COP,7/12/2019,WOLFCAMP B,10373.0,1860.0,40.0,651.699,651.699,0.232,0.232,6692.803,428.386,19848.309,0.054,4406.9778,0.486,0.004,3.0816,0.176,0.264,0.911,5.8434,295566.1563,54,High
-101.5667855,32.33250474,-101.5668389,32.33261537,PXD,1/22/2019,WOLFCAMP B,10622.0,2680.0,56.0,705.71,700.669,7.628,10.559,6652.577,417.744,17640.379,0.044,4243.0225,0.433,0.014,4.5098,0.139,0.349,0.934,8.8125,237947.9063,6046,Medium
-101.899201,32.94431145,-101.8992736,32.94425742,APA,12/18/2017,WOLFCAMP A,10380.0,1659.0,51.0,877.974,495.329,242.823,11.594,6512.699,,23744.482,0.06,4264.8585,0.575,0.013,3.0288,0.181,0.283,0.939,5.4601,214456.5,3011,Medium
-101.3817833,31.13915394,-101.3816176,31.13919594,XOM,3/18/2018,SPRABERRY LOWER SHALE,7654.0,1748.0,56.0,398.697,462.855,193.349,191.929,5976.908,,15620.9435,0.05,2253.0966,0.597,0.009,2.1832,0.222,0.117,0.971,4.8113,56631.4141,2093,Low
-101.4343931,33.02372623,-101.4337727,33.02410295,COP,5/22/2018,SPRABERRY LOWER SHALE,10399.0,2005.0,48.0,837.768,837.768,2.162,2.162,6149.3,,28382.425,0.06,3089.7199,0.36,0.008,2.9042,0.236,0.136,0.948,6.0856,217101.2969,3264,Medium
-101.812579,31.3839285,-101.8125526,31.38393086,PXD,12/11/2018,WOLFCAMP A,10022.0,1937.0,48.0,429.294,429.294,274.395,274.395,6640.671,,24241.544,0.052,3579.7883,0.33,0.005,2.5804,0.183,0.278,0.974,7.0253,214347.3438,4891,Medium
-102.1331175,32.08220506,-102.1331175,32.08220506,OVV,1/28/2018,SPRABERRY MIDDLE,9181.0,2038.0,,1323.144,1323.144,2.343,2.343,5745.122,,17074.371,0.05,1957.8232,0.252,,2.736,0.203,0.191,0.932,5.0424,217203.5625,1822,Medium
